Time_H1,Hour,Session,Type,Close_Price,H1_RSI,H1_STOCH_K,H1_STOCH_D,M1_RSI_Min,M1_RSI_Max,H1_ATR,H1_ATR_High_Volatility,H1_Volume_Spike,Pattern,Divergence,H1_BB_Breakout_%
2024-05-14 21:00:00,21,NY Session (15:00-24:00),Đỉnh,2357.53,63.73,90.5,81.3,,,5.98434,False,False,None,None,0.055
2024-05-15 16:00:00,16,NY Session (15:00-24:00),Đáy,2358.02,49.7,44.83,51.92,,,7.44467,False,True,None,None,0.0
2024-05-15 20:00:00,20,NY Session (15:00-24:00),Đỉnh,2389.06,69.02,88.16,77.09,,,8.56489,True,False,None,None,0.212
2024-05-16 04:00:00,4,Asian Session (00:00-08:00),Đỉnh,2391.44,66.13,90.12,94.6,,,7.01639,False,False,None,Bearish Divergence,0.0
2024-05-16 17:00:00,17,NY Session (15:00-24:00),Đáy,2373.18,41.31,11.36,16.38,,,6.53797,False,True,Pin Bar,None,0.197
2024-05-17 05:00:00,5,Asian Session (00:00-08:00),Đáy,2375.03,43.07,29.64,41.47,,,5.03466,False,False,Engulfing,None,0.0
2024-05-17 23:00:00,23,NY Session (15:00-24:00),Đỉnh,2413.75,70.88,87.48,87.6,,,7.03839,False,False,Pin Bar,Bearish Divergence,0.0
2024-05-20 08:00:00,8,London Session (08:00-15:00),Đỉnh,2449.42,85.21,92.25,87.71,,,8.0329,False,False,Engulfing,None,0.0
2024-05-20 15:00:00,15,NY Session (15:00-24:00),Đáy,2413.78,44.57,21.36,38.88,,,9.67582,False,True,None,None,0.0
2024-05-21 06:00:00,6,Asian Session (00:00-08:00),Đáy,2413.66,41.45,12.96,23.74,,,8.78724,False,False,Pin Bar,None,0.164
2024-05-21 18:00:00,18,NY Session (15:00-24:00),Đỉnh,2423.33,51.3,77.48,83.65,,,8.54672,False,True,None,None,0.026
2024-05-22 05:00:00,5,Asian Session (00:00-08:00),Đỉnh,2417.69,44.73,32.26,30.64,,,6.34644,False,False,None,None,0.0
2024-05-22 21:00:00,21,NY Session (15:00-24:00),Đáy,2377.7,21.51,16.31,20.9,,,8.41451,False,False,None,None,0.315
2024-05-23 03:00:00,3,Asian Session (00:00-08:00),Đỉnh,2380.24,27.7,20.44,15.55,,,6.88273,False,False,None,None,0.0
2024-05-23 23:00:00,23,NY Session (15:00-24:00),Đáy,2328.46,21.35,4.33,3.86,,,8.49305,False,False,None,None,0.0
2024-05-24 05:00:00,5,Asian Session (00:00-08:00),Đáy,2330.68,29.33,23.51,17.34,,,7.74826,False,False,None,None,0.0
2024-05-24 16:00:00,16,NY Session (15:00-24:00),Đỉnh,2337.14,40.82,52.55,64.28,,,6.67898,False,True,Pin Bar,None,0.203
2024-05-27 01:00:00,1,Asian Session (00:00-08:00),Đáy,2340.14,50.13,26.01,17.49,,,5.88485,False,False,None,None,0.0
2024-05-27 17:00:00,17,NY Session (15:00-24:00),Đỉnh,2354.12,65.35,82.4,79.13,,,5.44029,False,True,Pin Bar,Bearish Divergence,0.178
2024-05-28 11:00:00,11,London Session (08:00-15:00),Đáy,2344.8,44.83,16.58,15.19,,,4.60049,False,False,Pin Bar,None,0.074
2024-05-28 16:00:00,16,NY Session (15:00-24:00),Đỉnh,2354.72,60.9,62.98,50.97,,,5.38789,False,True,Pin Bar,Bearish Divergence,0.22
2024-05-29 01:00:00,1,Asian Session (00:00-08:00),Đỉnh,2358.95,61.37,75.03,72.66,,,5.59217,False,False,Pin Bar,None,0.0
2024-05-29 15:00:00,15,NY Session (15:00-24:00),Đáy,2337.65,27.82,18.14,19.48,,,5.67954,False,True,None,None,0.258
2024-05-30 08:00:00,8,London Session (08:00-15:00),Đáy,2324.85,29.7,37.82,33.11,,,5.84697,False,False,None,None,0.227
2024-05-30 17:00:00,17,NY Session (15:00-24:00),Đỉnh,2343.97,54.15,85.09,85.01,,,6.9955,False,True,None,None,0.226
2024-05-31 16:00:00,16,NY Session (15:00-24:00),Đỉnh,2348.03,54.97,66.28,66.93,,,6.2406,False,True,None,Bearish Divergence,0.393
2024-05-31 22:00:00,22,NY Session (15:00-24:00),Đáy,2327.6,39.92,8.48,8.65,,,7.07313,False,False,Engulfing,Bullish Divergence,0.13
2024-06-03 09:00:00,9,London Session (08:00-15:00),Đáy,2322.28,38.93,29.75,22.55,,,6.24613,False,False,Pin Bar,Bullish Divergence,0.0
2024-06-03 20:00:00,20,NY Session (15:00-24:00),Đỉnh,2348.32,67.69,87.7,88.05,,,7.02301,False,False,Pin Bar,None,0.293
2024-06-04 03:00:00,3,Asian Session (00:00-08:00),Đỉnh,2350.48,68.76,81.15,82.2,,,5.52307,False,False,Pin Bar,None,0.0
2024-06-04 17:00:00,17,NY Session (15:00-24:00),Đáy,2317.5,30.11,16.63,17.92,,,7.32738,False,True,None,None,0.192
2024-06-05 04:00:00,4,Asian Session (00:00-08:00),Đáy,2330.32,47.93,85.78,73.05,,,5.53161,False,False,Engulfing,None,0.0
2024-06-05 18:00:00,18,NY Session (15:00-24:00),Đỉnh,2353.57,72.18,91.13,84.74,,,6.64347,False,True,None,None,0.325
2024-06-06 16:00:00,16,NY Session (15:00-24:00),Đáy,2360.44,56.34,20.73,17.17,,,6.18135,False,True,Pin Bar,None,0.0
2024-06-06 18:00:00,18,NY Session (15:00-24:00),Đỉnh,2374.04,69.79,64.95,42.66,,,6.88718,False,True,None,Bearish Divergence,0.137
2024-06-07 08:00:00,8,London Session (08:00-15:00),Đỉnh,2375.87,56.63,72.66,71.49,,,6.61402,False,False,None,Bearish Divergence,0.018
2024-06-07 23:00:00,23,NY Session (15:00-24:00),Đáy,2293.64,26.33,6.16,5.61,,,10.46545,False,False,None,Bullish Divergence,0.0
2024-06-10 09:00:00,9,London Session (08:00-15:00),Đáy,2291.08,27.82,47.02,48.08,,,7.9918,False,False,Engulfing,None,0.0
2024-06-10 19:00:00,19,NY Session (15:00-24:00),Đỉnh,2312.8,53.81,86.69,83.93,,,7.04955,False,False,None,None,0.148
2024-06-11 08:00:00,8,London Session (08:00-15:00),Đáy,2299.46,39.44,28.21,27.19,,,5.31347,False,False,None,None,0.0
2024-06-11 15:00:00,15,NY Session (15:00-24:00),Đỉnh,2317.84,63.87,90.47,81.51,,,5.48155,False,True,Engulfing,None,0.146
2024-06-12 05:00:00,5,Asian Session (00:00-08:00),Đáy,2313.53,53.77,66.43,71.28,,,4.75802,False,False,Pin Bar,None,0.0
2024-06-12 16:00:00,16,NY Session (15:00-24:00),Đỉnh,2329.72,66.99,61.78,51.56,,,6.39669,False,True,None,Bearish Divergence,0.588
2024-06-13 15:00:00,15,NY Session (15:00-24:00),Đỉnh,2323.17,55.74,57.14,53.76,,,7.47832,False,True,Engulfing,None,0.0
2024-06-13 19:00:00,19,NY Session (15:00-24:00),Đáy,2299.14,38.22,19.53,32.45,,,8.66179,False,False,Pin Bar,Bullish Divergence,0.22
2024-06-14 03:00:00,3,Asian Session (00:00-08:00),Đáy,2304.82,44.59,33.52,29.11,,,6.26348,False,False,None,None,0.0
2024-06-14 14:00:00,14,London Session (08:00-15:00),Đỉnh,2331.81,71.98,92.67,90.81,,,6.58519,False,True,Pin Bar,None,0.345
2024-06-17 01:00:00,1,Asian Session (00:00-08:00),Đỉnh,2328.68,58.7,61.0,72.91,,,5.96202,False,False,None,None,0.0
2024-06-17 18:00:00,18,NY Session (15:00-24:00),Đáy,2312.4,38.43,46.6,46.42,,,6.05701,False,True,None,None,0.099
2024-06-18 13:00:00,13,London Session (08:00-15:00),Đáy,2308.18,31.93,4.99,6.4,,,4.56806,False,False,None,None,0.102
2024-06-18 20:00:00,20,NY Session (15:00-24:00),Đỉnh,2329.6,61.55,90.84,89.03,,,6.03715,False,False,Pin Bar,Bearish Divergence,0.0
2024-06-19 11:00:00,11,London Session (08:00-15:00),Đỉnh,2332.43,63.39,76.72,66.35,,,3.91431,False,False,Pin Bar,None,0.0
2024-06-19 17:00:00,17,NY Session (15:00-24:00),Đáy,2326.01,47.5,27.44,32.1,,,4.30384,False,True,None,None,0.107
2024-06-20 03:00:00,3,Asian Session (00:00-08:00),Đáy,2329.6,53.78,70.67,65.55,,,3.49833,False,False,Pin Bar,None,0.0
2024-06-20 18:00:00,18,NY Session (15:00-24:00),Đỉnh,2353.56,63.85,87.19,78.98,,,6.75401,False,True,None,Bearish Divergence,0.387
2024-06-21 14:00:00,14,London Session (08:00-15:00),Đỉnh,2366.21,64.28,71.89,72.15,,,4.95334,False,False,None,None,0.049
2024-06-21 20:00:00,20,NY Session (15:00-24:00),Đáy,2319.14,25.16,6.16,7.32,,,7.45994,False,False,None,None,0.257
2024-06-24 01:00:00,1,Asian Session (00:00-08:00),Đáy,2321.44,28.68,9.91,9.49,,,6.5546,False,False,Pin Bar,None,0.0
2024-06-24 21:00:00,21,NY Session (15:00-24:00),Đỉnh,2333.73,54.53,87.27,77.41,,,5.30635,False,False,None,None,0.007
2024-06-25 13:00:00,13,London Session (08:00-15:00),Đỉnh,2335.23,58.43,87.77,67.33,,,4.75687,False,False,None,None,0.028
2024-06-25 19:00:00,19,NY Session (15:00-24:00),Đáy,2317.7,37.17,32.52,33.56,,,6.25901,False,False,None,None,0.173
2024-06-26 03:00:00,3,Asian Session (00:00-08:00),Đỉnh,2318.31,39.07,33.38,32.37,,,4.98346,False,False,Pin Bar,None,0.0
2024-06-26 16:00:00,16,NY Session (15:00-24:00),Đáy,2296.22,28.8,34.61,34.63,,,6.8068,False,True,None,None,0.454
2024-06-27 09:00:00,9,London Session (08:00-15:00),Đáy,2301.06,44.03,56.31,53.32,,,4.39637,False,False,None,None,0.0
2024-06-27 18:00:00,18,NY Session (15:00-24:00),Đỉnh,2327.39,72.77,91.92,92.41,,,5.15286,False,True,Pin Bar,Bearish Divergence,0.054
2024-06-28 04:00:00,4,Asian Session (00:00-08:00),Đáy,2320.2,53.85,26.3,45.89,,,4.47085,False,True,Pin Bar,None,0.0
2024-06-28 16:00:00,16,NY Session (15:00-24:00),Đỉnh,2330.19,58.73,70.67,81.33,,,5.32937,False,True,None,Bearish Divergence,0.155
2024-07-01 08:00:00,8,London Session (08:00-15:00),Đáy,2321.75,43.01,34.97,39.52,,,4.7573,False,False,Pin Bar,None,0.064
2024-07-01 15:00:00,15,NY Session (15:00-24:00),Đỉnh,2327.25,50.64,81.36,86.23,,,5.33678,False,True,None,None,0.199
2024-07-02 15:00:00,15,NY Session (15:00-24:00),Đáy,2327.37,49.01,27.43,23.92,,,5.14961,False,True,None,None,0.154
2024-07-02 16:00:00,16,NY Session (15:00-24:00),Đỉnh,2334.11,57.89,51.22,29.96,,,5.54678,False,True,None,None,0.006
2024-07-03 05:00:00,5,Asian Session (00:00-08:00),Đáy,2328.82,50.84,74.47,72.07,,,4.43368,False,False,Pin Bar,None,0.0
2024-07-03 17:00:00,17,NY Session (15:00-24:00),Đỉnh,2362.39,80.25,85.25,82.89,,,5.97109,False,True,None,None,0.246
2024-07-04 04:00:00,4,Asian Session (00:00-08:00),Đỉnh,2361.83,71.36,60.01,55.8,,,4.79879,False,False,None,None,0.0
2024-07-04 09:00:00,9,London Session (08:00-15:00),Đáy,2356.16,58.67,44.92,48.84,,,4.54924,False,False,Pin Bar,None,0.0
2024-07-05 15:00:00,15,NY Session (15:00-24:00),Đáy,2371.99,72.69,76.33,70.23,,,5.06227,False,True,Pin Bar,None,0.055
2024-07-05 22:00:00,22,NY Session (15:00-24:00),Đỉnh,2388.62,75.7,91.78,92.19,,,6.06631,False,False,None,Bearish Divergence,0.0
2024-07-08 04:00:00,4,Asian Session (00:00-08:00),Đỉnh,2386.38,66.59,49.25,61.86,,,5.56503,False,False,Pin Bar,None,0.0
2024-07-08 18:00:00,18,NY Session (15:00-24:00),Đáy,2355.39,29.89,28.41,31.25,,,6.85448,False,True,None,None,0.482
2024-07-09 17:00:00,17,NY Session (15:00-24:00),Đỉnh,2354.8,39.02,43.8,43.59,,,5.92455,False,True,None,None,0.106
2024-07-09 18:00:00,18,NY Session (15:00-24:00),Đáy,2361.94,47.63,52.02,49.08,,,6.41923,False,True,None,Bullish Divergence,0.273
2024-07-10 01:00:00,1,Asian Session (00:00-08:00),Đáy,2364.28,50.82,65.33,64.51,,,5.30325,False,False,None,None,0.0
2024-07-10 16:00:00,16,NY Session (15:00-24:00),Đỉnh,2383.07,72.15,85.16,82.05,,,4.75848,False,True,Engulfing,None,0.245
2024-07-11 01:00:00,1,Asian Session (00:00-08:00),Đáy,2372.72,51.92,12.39,13.02,,,4.69084,False,False,Engulfing,None,0.0
2024-07-11 18:00:00,18,NY Session (15:00-24:00),Đỉnh,2417.19,83.1,88.62,84.29,,,7.55933,True,True,Pin Bar,Bearish Divergence,0.427
2024-07-12 15:00:00,15,NY Session (15:00-24:00),Đáy,2397.81,44.11,22.43,23.81,,,5.92972,False,True,Pin Bar,None,0.277
2024-07-12 20:00:00,20,NY Session (15:00-24:00),Đỉnh,2417.71,65.9,95.21,90.06,,,5.93242,False,False,None,None,0.0
2024-07-15 10:00:00,10,London Session (08:00-15:00),Đáy,2407.79,50.41,30.97,38.5,,,5.02468,False,False,None,None,0.0
2024-07-15 19:00:00,19,NY Session (15:00-24:00),Đỉnh,2430.06,67.3,85.98,88.37,,,6.32467,False,False,Pin Bar,Bearish Divergence,0.359
2024-07-16 03:00:00,3,Asian Session (00:00-08:00),Đáy,2421.11,54.97,20.42,28.71,,,5.13892,False,False,None,None,0.0
2024-07-16 23:00:00,23,NY Session (15:00-24:00),Đỉnh,2468.57,75.77,98.0,95.68,,,6.82633,False,False,Pin Bar,None,0.0
2024-07-17 17:00:00,17,NY Session (15:00-24:00),Đỉnh,2463.59,50.19,59.21,59.79,,,8.64908,False,True,None,Bearish Divergence,0.12
2024-07-17 21:00:00,21,NY Session (15:00-24:00),Đáy,2457.86,46.9,10.41,11.73,,,8.60563,False,False,Engulfing,None,0.077
2024-07-18 10:00:00,10,London Session (08:00-15:00),Đỉnh,2471.78,59.6,85.01,81.82,,,6.12288,False,False,Pin Bar,None,0.0
2024-07-18 22:00:00,22,NY Session (15:00-24:00),Đáy,2442.82,29.9,12.48,12.89,,,6.68684,False,False,None,None,0.355
2024-07-19 01:00:00,1,Asian Session (00:00-08:00),Đỉnh,2444.21,32.58,12.89,11.64,,,6.19284,False,False,None,None,0.0
2024-07-19 16:00:00,16,NY Session (15:00-24:00),Đáy,2403.74,17.05,15.49,11.55,,,7.3283,False,True,Pin Bar,Bullish Divergence,0.129
2024-07-22 04:00:00,4,Asian Session (00:00-08:00),Đỉnh,2406.23,38.44,79.06,82.47,,,6.4496,False,False,Pin Bar,None,0.0
2024-07-22 17:00:00,17,NY Session (15:00-24:00),Đáy,2387.1,26.3,20.58,23.62,,,6.79771,False,True,None,None,0.254
2024-07-23 09:00:00,9,London Session (08:00-15:00),Đáy,2390.24,36.56,15.36,29.36,,,5.40296,False,False,None,None,0.0
2024-07-23 14:00:00,14,London Session (08:00-15:00),Đỉnh,2407.49,59.5,90.73,87.14,,,5.74545,False,False,Pin Bar,None,0.118
2024-07-24 17:00:00,17,NY Session (15:00-24:00),Đỉnh,2430.12,76.66,86.09,81.81,,,6.2369,False,True,None,None,0.241
2024-07-24 23:00:00,23,NY Session (15:00-24:00),Đáy,2397.04,34.54,3.59,9.03,,,6.63009,False,False,None,None,0.081
2024-07-25 02:00:00,2,Asian Session (00:00-08:00),Đỉnh,2398.62,36.82,9.33,5.81,,,6.36595,False,False,Pin Bar,None,0.0
2024-07-25 20:00:00,20,NY Session (15:00-24:00),Đáy,2356.0,26.92,17.1,22.0,,,9.22648,False,False,None,None,0.0
2024-07-26 04:00:00,4,Asian Session (00:00-08:00),Đáy,2373.4,49.63,76.67,63.03,,,8.27723,False,False,Engulfing,None,0.0
2024-07-26 17:00:00,17,NY Session (15:00-24:00),Đỉnh,2381.77,60.11,81.5,76.39,,,7.2284,False,True,Pin Bar,None,0.299
2024-07-29 01:00:00,1,Asian Session (00:00-08:00),Đỉnh,2395.64,69.4,78.18,74.9,,,7.20794,False,False,None,None,0.389
2024-07-29 18:00:00,18,NY Session (15:00-24:00),Đáy,2376.67,37.82,30.05,41.55,,,7.1747,False,True,Pin Bar,None,0.465
2024-07-30 04:00:00,4,Asian Session (00:00-08:00),Đáy,2379.59,42.74,57.55,55.87,,,5.83683,False,True,None,None,0.0
2024-07-30 23:00:00,23,NY Session (15:00-24:00),Đỉnh,2410.62,69.9,85.69,84.33,,,6.27047,False,False,None,None,0.125
2024-07-31 04:00:00,4,Asian Session (00:00-08:00),Đáy,2409.0,66.76,87.99,88.83,,,5.67011,False,True,Pin Bar,None,0.0
2024-07-31 23:00:00,23,NY Session (15:00-24:00),Đỉnh,2447.07,75.56,92.29,86.55,,,7.34086,False,False,None,Bearish Divergence,0.281
2024-08-01 12:00:00,12,London Session (08:00-15:00),Đáy,2432.93,49.94,8.91,19.42,,,6.6873,False,False,Pin Bar,None,0.0
2024-08-01 17:00:00,17,NY Session (15:00-24:00),Đỉnh,2448.45,60.92,75.06,68.12,,,8.22004,False,True,Pin Bar,Bearish Divergence,0.243
2024-08-02 15:00:00,15,NY Session (15:00-24:00),Đỉnh,2472.78,69.39,67.36,72.88,,,7.99296,False,True,Engulfing,Bearish Divergence,0.136
2024-08-02 18:00:00,18,NY Session (15:00-24:00),Đáy,2433.06,38.21,34.68,49.19,,,12.38843,True,True,Pin Bar,Bullish Divergence,0.851
2024-08-05 07:00:00,7,Asian Session (00:00-08:00),Đỉnh,2452.54,55.18,89.56,80.07,,,12.31722,False,False,Pin Bar,None,0.0
2024-08-05 15:00:00,15,NY Session (15:00-24:00),Đáy,2374.35,24.37,5.41,8.03,,,15.36363,True,True,None,None,1.063
2024-08-06 03:00:00,3,Asian Session (00:00-08:00),Đỉnh,2415.76,49.66,82.19,85.48,,,11.96427,False,False,None,None,0.0
2024-08-06 18:00:00,18,NY Session (15:00-24:00),Đáy,2387.43,35.51,16.58,21.39,,,10.66193,False,False,Pin Bar,None,0.297
2024-08-07 04:00:00,4,Asian Session (00:00-08:00),Đáy,2383.95,36.74,25.62,25.29,,,8.29341,False,False,Pin Bar,None,0.0
2024-08-07 15:00:00,15,NY Session (15:00-24:00),Đỉnh,2403.67,58.72,91.33,89.06,,,7.41192,False,False,None,None,0.208
2024-08-08 01:00:00,1,Asian Session (00:00-08:00),Đáy,2383.59,39.43,8.85,7.77,,,7.12018,False,False,None,None,0.0
2024-08-08 23:00:00,23,NY Session (15:00-24:00),Đỉnh,2427.03,75.29,92.89,91.4,,,7.0367,False,False,None,None,0.0
2024-08-09 09:00:00,9,London Session (08:00-15:00),Đáy,2420.64,57.51,26.8,29.37,,,6.04567,False,False,None,None,0.0
2024-08-09 20:00:00,20,NY Session (15:00-24:00),Đỉnh,2430.46,60.03,73.67,70.86,,,6.73848,False,False,None,Bearish Divergence,0.114
2024-08-12 05:00:00,5,Asian Session (00:00-08:00),Đáy,2426.08,51.78,15.95,21.97,,,5.41726,False,False,Pin Bar,None,0.0
2024-08-12 23:00:00,23,NY Session (15:00-24:00),Đỉnh,2471.81,85.09,96.19,95.26,,,5.7047,False,False,None,None,0.0
2024-08-13 03:00:00,3,Asian Session (00:00-08:00),Đỉnh,2472.0,78.53,92.34,95.56,,,5.64936,False,False,None,Bearish Divergence,0.0
2024-08-13 08:00:00,8,London Session (08:00-15:00),Đáy,2462.58,59.92,16.73,15.92,,,5.89311,False,False,Pin Bar,None,0.0
2024-08-14 15:00:00,15,NY Session (15:00-24:00),Đỉnh,2468.68,53.43,70.54,77.13,,,6.3688,False,True,None,Bearish Divergence,0.135
2024-08-14 19:00:00,19,NY Session (15:00-24:00),Đáy,2444.05,28.74,9.87,17.17,,,7.78441,False,False,Pin Bar,Bullish Divergence,0.298
2024-08-15 15:00:00,15,NY Session (15:00-24:00),Đỉnh,2440.95,34.43,58.15,73.19,,,6.66094,False,True,Engulfing,None,0.303
2024-08-15 16:00:00,16,NY Session (15:00-24:00),Đáy,2444.33,39.01,42.56,61.94,,,7.56445,False,True,Pin Bar,Bullish Divergence,0.322
2024-08-16 06:00:00,6,Asian Session (00:00-08:00),Đáy,2452.36,46.09,27.29,45.81,,,5.80065,False,False,None,None,0.0
2024-08-16 23:00:00,23,NY Session (15:00-24:00),Đỉnh,2507.43,79.37,95.63,95.75,,,7.54558,False,False,Pin Bar,Bearish Divergence,0.0
2024-08-19 01:00:00,1,Asian Session (00:00-08:00),Đỉnh,2504.75,75.35,92.01,94.92,,,7.57304,False,False,None,Bearish Divergence,0.0
2024-08-19 16:00:00,16,NY Session (15:00-24:00),Đáy,2494.64,52.7,34.56,27.59,,,7.10776,False,True,None,None,0.209
2024-08-20 09:00:00,9,London Session (08:00-15:00),Đáy,2502.28,54.87,25.52,22.62,,,5.29686,False,False,None,None,0.0
2024-08-20 16:00:00,16,NY Session (15:00-24:00),Đỉnh,2529.75,77.9,94.75,93.59,,,6.34817,False,True,Pin Bar,None,0.033
2024-08-21 05:00:00,5,Asian Session (00:00-08:00),Đỉnh,2519.3,59.66,83.16,64.97,,,6.06562,False,False,None,None,0.0
2024-08-21 17:00:00,17,NY Session (15:00-24:00),Đáy,2501.34,37.29,31.54,36.42,,,7.11836,False,True,Pin Bar,None,0.364
2024-08-22 03:00:00,3,Asian Session (00:00-08:00),Đỉnh,2513.63,53.56,74.81,75.14,,,6.01162,False,False,Pin Bar,None,0.0
2024-08-22 17:00:00,17,NY Session (15:00-24:00),Đáy,2479.97,25.89,25.14,26.61,,,7.73254,False,True,None,None,0.668
2024-08-23 01:00:00,1,Asian Session (00:00-08:00),Đáy,2485.04,35.51,40.81,35.75,,,6.31937,False,False,Pin Bar,None,0.0
2024-08-23 18:00:00,18,NY Session (15:00-24:00),Đỉnh,2509.64,68.61,65.01,72.72,,,6.66434,False,True,Pin Bar,None,0.349
2024-08-26 08:00:00,8,London Session (08:00-15:00),Đáy,2510.4,59.44,21.01,32.41,,,4.85609,False,False,Engulfing,None,0.0
2024-08-26 14:00:00,14,London Session (08:00-15:00),Đỉnh,2526.41,77.33,94.8,93.93,,,4.914,False,False,Pin Bar,None,0.001
2024-08-27 16:00:00,16,NY Session (15:00-24:00),Đáy,2511.96,49.97,54.38,48.87,,,5.87773,False,True,Pin Bar,Bullish Divergence,0.037
2024-08-27 21:00:00,21,NY Session (15:00-24:00),Đỉnh,2524.39,64.3,83.23,72.37,,,6.32652,False,False,None,None,0.189
2024-08-28 02:00:00,2,Asian Session (00:00-08:00),Đỉnh,2525.18,64.43,91.68,94.21,,,5.4442,False,False,Pin Bar,Bearish Divergence,0.022
2024-08-28 15:00:00,15,NY Session (15:00-24:00),Đáy,2500.48,33.4,17.43,19.49,,,5.42519,False,True,Pin Bar,None,0.172
2024-08-29 15:00:00,15,NY Session (15:00-24:00),Đáy,2509.08,43.92,59.95,74.38,,,5.85807,False,True,None,None,0.0
2024-08-29 20:00:00,20,NY Session (15:00-24:00),Đỉnh,2525.75,61.43,89.6,86.18,,,6.50731,False,False,Pin Bar,None,0.011
2024-08-30 12:00:00,12,London Session (08:00-15:00),Đỉnh,2524.12,61.2,72.0,57.77,,,5.26886,False,False,Pin Bar,None,0.0
2024-08-30 20:00:00,20,NY Session (15:00-24:00),Đáy,2499.43,32.8,9.62,10.52,,,6.75263,False,False,Pin Bar,Bullish Divergence,0.238
2024-09-02 05:00:00,5,Asian Session (00:00-08:00),Đáy,2491.83,27.77,31.18,36.81,,,5.92802,False,False,None,None,0.0
2024-09-02 11:00:00,11,London Session (08:00-15:00),Đỉnh,2506.22,52.48,66.55,54.19,,,5.68347,False,False,None,None,0.0
2024-09-03 11:00:00,11,London Session (08:00-15:00),Đỉnh,2503.85,58.68,85.64,73.94,,,4.35746,False,True,None,None,0.083
2024-09-03 17:00:00,17,NY Session (15:00-24:00),Đáy,2478.16,29.11,22.79,26.99,,,7.68709,False,True,Pin Bar,None,0.372
2024-09-04 12:00:00,12,London Session (08:00-15:00),Đáy,2481.54,40.37,14.48,10.12,,,6.32272,False,False,None,Bullish Divergence,0.142
2024-09-04 17:00:00,17,NY Session (15:00-24:00),Đỉnh,2496.1,56.17,66.16,64.21,,,7.09886,False,True,None,None,0.0
2024-09-05 07:00:00,7,Asian Session (00:00-08:00),Đáy,2494.13,51.49,54.04,61.33,,,4.64454,False,False,None,None,0.0
2024-09-05 15:00:00,15,NY Session (15:00-24:00),Đỉnh,2517.58,73.05,88.01,91.18,,,5.36039,False,True,Pin Bar,None,0.143
2024-09-06 15:00:00,15,NY Session (15:00-24:00),Đỉnh,2522.11,63.69,52.36,56.37,,,5.24325,False,True,Pin Bar,Bearish Divergence,0.28
2024-09-06 19:00:00,19,NY Session (15:00-24:00),Đáy,2488.91,27.27,16.12,25.63,,,8.486,True,True,None,None,0.593
2024-09-09 09:00:00,9,London Session (08:00-15:00),Đáy,2489.62,35.0,36.14,58.55,,,6.29136,False,False,Pin Bar,None,0.0
2024-09-09 23:00:00,23,NY Session (15:00-24:00),Đỉnh,2506.25,57.15,92.18,83.23,,,5.87523,False,False,Pin Bar,None,0.0
2024-09-10 11:00:00,11,London Session (08:00-15:00),Đáy,2502.15,49.53,40.29,42.09,,,4.37021,False,False,Pin Bar,None,0.0
2024-09-10 18:00:00,18,NY Session (15:00-24:00),Đỉnh,2512.56,60.61,57.05,62.38,,,5.63718,False,True,None,None,0.252
2024-09-11 09:00:00,9,London Session (08:00-15:00),Đỉnh,2526.48,73.28,77.21,72.25,,,4.3946,False,True,None,None,0.105
2024-09-11 17:00:00,17,NY Session (15:00-24:00),Đáy,2509.32,41.65,26.74,31.3,,,6.20495,False,True,Pin Bar,None,0.306
2024-09-12 01:00:00,1,Asian Session (00:00-08:00),Đáy,2512.76,47.56,53.17,50.82,,,5.41901,False,False,None,None,0.0
2024-09-12 23:00:00,23,NY Session (15:00-24:00),Đỉnh,2558.52,79.16,95.83,95.09,,,6.9148,False,False,Pin Bar,None,0.0
2024-09-13 02:00:00,2,Asian Session (00:00-08:00),Đáy,2558.31,77.5,93.5,94.97,,,6.25945,False,False,None,None,0.0
2024-09-13 20:00:00,20,NY Session (15:00-24:00),Đỉnh,2582.56,79.88,91.59,86.64,,,6.25523,False,False,None,Bearish Divergence,0.018
2024-09-16 09:00:00,9,London Session (08:00-15:00),Đỉnh,2585.18,67.96,77.07,79.6,,,4.75867,False,False,Engulfing,Bearish Divergence,0.0
2024-09-16 13:00:00,13,London Session (08:00-15:00),Đáy,2579.69,53.32,55.28,56.22,,,5.40174,False,False,None,None,0.076
2024-09-17 09:00:00,9,London Session (08:00-15:00),Đỉnh,2584.23,56.14,45.78,29.14,,,4.85263,False,False,None,None,0.0
2024-09-17 20:00:00,20,NY Session (15:00-24:00),Đáy,2569.78,43.03,21.98,24.64,,,7.10479,False,False,None,Bullish Divergence,0.179
2024-09-18 21:00:00,21,NY Session (15:00-24:00),Đỉnh,2575.57,53.09,29.48,29.58,,,7.8954,False,True,Pin Bar,None,0.837
2024-09-18 22:00:00,22,NY Session (15:00-24:00),Đáy,2548.83,32.89,12.84,22.39,,,9.42287,True,True,None,None,0.481
2024-09-19 04:00:00,4,Asian Session (00:00-08:00),Đáy,2555.14,39.29,20.64,22.39,,,8.46058,False,False,None,None,0.016
2024-09-19 12:00:00,12,London Session (08:00-15:00),Đỉnh,2591.7,67.43,95.85,95.61,,,8.11528,False,False,None,None,0.17
2024-09-20 04:00:00,4,Asian Session (00:00-08:00),Đáy,2588.12,58.1,60.03,69.09,,,6.29086,False,False,Pin Bar,None,0.0
2024-09-20 19:00:00,19,NY Session (15:00-24:00),Đỉnh,2624.77,73.07,91.38,80.3,,,7.39218,False,False,None,None,0.0
2024-09-23 10:00:00,10,London Session (08:00-15:00),Đáy,2615.02,49.94,51.31,72.38,,,6.00987,False,True,None,None,0.0
