Time,Type,Close_Price,RSI,BB_Lower,BB_Upper,Distance_to_EMA50,High_Volatility
2024-10-11 07:00:00,Bearish Reversal (Peak),2645.49,74.4,,,20.04162,False
2024-10-14 09:00:00,Bearish Reversal (Peak),2663.93,68.65,,,21.53829,False
2024-10-15 05:00:00,Bearish Reversal (Peak),2651.46,52.0,,,4.5226,False
2024-10-15 08:00:00,Bullish Reversal (Valley),2641.78,39.06,,,-4.80366,False
2024-10-15 21:00:00,Bearish Reversal (Peak),2665.0,64.92,,,14.59217,False
2024-10-16 15:00:00,Bearish Reversal (Peak),2681.65,69.22,,,20.86408,False
2024-10-17 13:00:00,Bearish Reversal (Peak),2687.31,64.69,,,16.46845,False
2024-10-18 08:00:00,Bearish Reversal (Peak),2711.29,76.36,,,26.90884,False
2024-10-21 01:00:00,Bearish Reversal (Peak),2723.46,71.35,,,24.6695,False
2024-10-21 16:00:00,Bearish Reversal (Peak),2738.88,73.5,,,25.39694,False
2024-10-22 17:00:00,Bearish Reversal (Peak),2741.75,62.78,,,17.91739,False
2024-10-23 11:00:00,Bearish Reversal (Peak),2756.85,67.41,,,21.35782,False
2024-10-23 21:00:00,Bullish Reversal (Valley),2713.94,29.62,,,-19.89221,False
2024-10-24 15:00:00,Bearish Reversal (Peak),2738.94,60.67,,,7.33997,False
2024-10-24 18:00:00,Bullish Reversal (Valley),2731.02,48.4,,,-0.65066,False
2024-10-25 11:00:00,Bullish Reversal (Valley),2719.35,33.99,,,-11.58169,False
2024-10-25 23:00:00,Bearish Reversal (Peak),2746.84,65.54,,,14.04987,False
2024-10-28 11:00:00,Bullish Reversal (Valley),2729.17,44.52,,,-4.13703,False
2024-10-28 16:00:00,Bearish Reversal (Peak),2744.08,60.34,,,10.11631,False
2024-10-29 08:00:00,Bearish Reversal (Peak),2755.7,65.79,,,15.60334,False
2024-10-30 03:00:00,Bearish Reversal (Peak),2781.55,74.84,,,27.60643,False
2024-10-30 19:00:00,Bearish Reversal (Peak),2788.5,65.92,,,21.12098,False
2024-10-31 12:00:00,Bearish Reversal (Peak),2780.77,49.41,,,5.6914,False
2024-10-31 16:00:00,Bullish Reversal (Valley),2734.64,17.23,,,-38.19948,False
2024-11-01 12:00:00,Bullish Reversal (Valley),2749.54,42.21,,,-10.35512,False
2024-11-04 10:00:00,Bullish Reversal (Valley),2733.2,32.07,,,-16.09269,False
2024-11-05 04:00:00,Bullish Reversal (Valley),2728.32,33.43,,,-15.17134,False
2024-11-05 10:00:00,Bearish Reversal (Peak),2742.42,55.78,,,0.40874,False
2024-11-06 03:00:00,Bearish Reversal (Peak),2746.91,56.7,,,4.90025,False
2024-11-06 08:00:00,Bullish Reversal (Valley),2706.88,30.27,,,-33.18555,True
2024-11-07 03:00:00,Bullish Reversal (Valley),2649.28,27.8,,,-57.75155,False
2024-11-08 01:00:00,Bearish Reversal (Peak),2706.74,64.96,,,13.3393,False
2024-11-08 18:00:00,Bullish Reversal (Valley),2683.17,42.85,,,-9.35861,False
2024-11-11 19:00:00,Bullish Reversal (Valley),2612.44,13.14,,,-58.13312,False
2024-11-12 11:00:00,Bullish Reversal (Valley),2593.14,19.55,,,-51.41731,False
2024-11-13 16:00:00,Bullish Reversal (Valley),2601.87,41.32,,,-16.24918,False
2024-11-14 11:00:00,Bullish Reversal (Valley),2543.41,19.41,,,-48.19295,False
2024-11-15 07:00:00,Bullish Reversal (Valley),2559.8,41.59,,,-17.75403,False
2024-11-15 22:00:00,Bullish Reversal (Valley),2562.1,45.17,,,-10.2005,False
2024-11-18 17:00:00,Bearish Reversal (Peak),2612.87,75.36,,,30.58004,False
2024-11-19 12:00:00,Bearish Reversal (Peak),2634.97,76.47,,,33.35877,False
2024-11-20 04:00:00,Bearish Reversal (Peak),2640.07,67.68,,,24.38993,False
2024-11-20 19:00:00,Bearish Reversal (Peak),2651.72,70.61,,,26.92292,False
2024-11-21 13:00:00,Bearish Reversal (Peak),2671.36,77.38,,,29.40884,False
2024-11-22 06:00:00,Bearish Reversal (Peak),2688.63,76.45,,,31.61896,False
2024-11-25 01:00:00,Bearish Reversal (Peak),2719.66,72.14,,,38.52853,False
2024-11-25 07:00:00,Bullish Reversal (Valley),2664.57,32.79,,,-17.35224,True
2024-11-26 01:00:00,Bullish Reversal (Valley),2610.28,25.24,,,-53.41554,False
2024-11-26 16:00:00,Bullish Reversal (Valley),2622.3,40.77,,,-24.069,False
2024-11-27 15:00:00,Bearish Reversal (Peak),2656.14,65.91,,,12.93948,False
2024-11-28 04:00:00,Bullish Reversal (Valley),2628.09,37.86,,,-12.52636,False
2024-11-28 12:00:00,Bearish Reversal (Peak),2647.41,61.76,,,7.29353,False
2024-11-29 02:00:00,Bullish Reversal (Valley),2635.94,44.24,,,-4.42406,False
2024-11-29 08:00:00,Bearish Reversal (Peak),2665.07,72.08,,,20.8236,False
2024-12-02 07:00:00,Bullish Reversal (Valley),2623.06,28.71,,,-22.33299,False
2024-12-02 15:00:00,Bearish Reversal (Peak),2646.93,56.3,,,4.08594,False
2024-12-03 03:00:00,Bullish Reversal (Valley),2636.43,44.88,,,-5.24793,False
2024-12-03 15:00:00,Bearish Reversal (Peak),2652.76,63.17,,,10.43044,False
2024-12-03 21:00:00,Bullish Reversal (Valley),2640.81,47.57,,,-2.02243,False
2024-12-04 14:00:00,Bullish Reversal (Valley),2636.98,42.13,,,-6.20965,False
2024-12-04 17:00:00,Bearish Reversal (Peak),2654.92,60.55,,,10.86616,False
2024-12-05 10:00:00,Bullish Reversal (Valley),2643.08,45.03,,,-3.05733,False
2024-12-05 14:00:00,Bearish Reversal (Peak),2653.14,56.71,,,6.49134,False
2024-12-06 03:00:00,Bullish Reversal (Valley),2617.5,28.08,,,-23.5559,False
2024-12-06 10:00:00,Bearish Reversal (Peak),2644.07,55.38,,,3.59133,False
2024-12-09 02:00:00,Bullish Reversal (Valley),2630.81,44.27,,,-7.59401,False
2024-12-09 16:00:00,Bearish Reversal (Peak),2673.98,72.53,,,29.56786,False
2024-12-10 08:00:00,Bearish Reversal (Peak),2669.97,63.92,,,15.90987,False
2024-12-11 02:00:00,Bearish Reversal (Peak),2700.8,77.66,,,30.89849,False
2024-12-12 02:00:00,Bearish Reversal (Peak),2723.98,74.34,,,31.92939,False
2024-12-12 22:00:00,Bullish Reversal (Valley),2679.61,31.93,,,-16.05567,False
2024-12-16 02:00:00,Bullish Reversal (Valley),2646.99,27.41,,,-29.11138,False
2024-12-17 01:00:00,Bullish Reversal (Valley),2651.53,39.96,,,-12.13024,False
2024-12-17 16:00:00,Bullish Reversal (Valley),2636.64,33.75,,,-19.0963,False
2024-12-18 23:00:00,Bullish Reversal (Valley),2585.49,12.48,,,-55.99858,True
2024-12-19 17:00:00,Bullish Reversal (Valley),2588.43,28.86,,,-35.92446,False
2024-12-20 14:00:00,Bullish Reversal (Valley),2603.45,49.47,,,-7.56081,False
2024-12-23 08:00:00,Bearish Reversal (Peak),2631.31,66.29,,,13.77677,False
2024-12-23 17:00:00,Bullish Reversal (Valley),2609.63,38.41,,,-8.4083,False
